interaction_id,work_id,work_title,source_start_offset,source_end_offset,source_original_target,source_original_processed_file,context,target,generated_pinyin,pinyin_syllables,candidates,target_rank,polyphonic_flag,missing_cause,notes
55c44c53a544eb1f6e83d25e,ahe,阿河,673,675,穿著,ahe.txt,蓬的像冬天的枯草一样身上,穿著,chuanzhu,chuan zhu,1:串珠 | 2:船主 | 3:穿住 | 4:船柱 | 5:传著 | 6:椽柱 | 7:传 | 8:穿 | 9:船 | 10:川,,true,pinyin_problem,“穿著”中的“著”为动态助词，应读 zhe。
dc82e54980ef3aa6928a78a0,qinhuai_river,槳聲燈影裏的秦淮河,1570,1572,綠如,qinhuai_river.txt,吱的胡琴声终于使我们认识,绿如,lvru,lv ru,1:率如 | 2:率 | 3:绿 | 4:吕 | 5:铝 | 6:驴 | 7:旅 | 8:律 | 9:屡 | 10:氯,,true,segmentation_problem,“绿如”是不完整比喻结构。
8768e5b3e5c2b907a06e1dbc,to_my_late_wife,給亡婦,1630,1632,沒條,to_my_late_wife.txt,五天就起床说是躺著家里事,没条,meitiao,mei tiao,1:每条 | 2:媒体 | 3:美体 | 4:每题 | 5:没提 | 6:没 | 7:每 | 8:美 | 9:梅 | 10:妹,,true,segmentation_problem,“没条”是不完整词组，后续成分被切开。
9fdddb6c671ec4cd6b7f2506,ahe,阿河,4119,4121,老汪,ahe.txt,一会陆忽然拍著桌子道有了,老汪,laowang,lao wang,1:老王 | 2:老 | 3:捞 | 4:劳 | 5:牢 | 6:佬 | 7:烙 | 8:涝 | 9:唠 | 10:楽,,true,proper_name,人物称谓“老汪”。
b401be2ba9bced83ad8bb8ec,to_my_late_wife,給亡婦,357,359,連覺,to_my_late_wife.txt,天儿忙著汤呀药呀冷呀暖呀,连觉,lianjue,lian jue,1:联觉 | 2:链锯 | 3:联句 | 4:炼句 | 5:连句 | 6:连 | 7:练 | 8:脸 | 9:联 | 10:链,,true,rare_or_literary_vocabulary,“连觉”是低频书面组合。
9af65dece1ad15b3019842c0,ahe,阿河,3051,3053,瞎吵,ahe.txt,君什么事他说阿河啰还不是,瞎吵,xiachao,xia chao,1:夏朝 | 2:下朝 | 3:下潮 | 4:夏茶 | 5:下茶 | 6:下 | 7:夏 | 8:吓 | 9:瞎 | 10:虾,,true,candidate_coverage_problem,口语动词短语“瞎吵”未覆盖。
502865b1c5cfaf3167a767db,qinhuai_river,槳聲燈影裏的秦淮河,5482,5484,縈念,qinhuai_river.txt,物只觉得像蚂蚁一般更不去,萦念,yingnian,ying nian,1:英年 | 2:迎年 | 3:应 | 4:赢 | 5:英 | 6:硬 | 7:影 | 8:营 | 9:迎 | 10:鹰,,false,rare_or_literary_vocabulary,书面词“萦念”较罕见。
ece126b74564c6fb86646921,qinhuai_river,槳聲燈影裏的秦淮河,2367,2369,船裏,qinhuai_river.txt,主了但秦淮河确也腻人即如,船里,chuanli,chuan li,1:出案例 | 2:传 | 3:穿 | 4:船 | 5:川 | 6:串 | 7:喘 | 8:舛 | 9:钏 | 10:椽,,false,candidate_coverage_problem,普通方位短语，读音正确但候选未覆盖。
fe0802b58c02c151deb62edb,qinhuai_river,槳聲燈影裏的秦淮河,790,792,未斷,qinhuai_river.txt,么我们初上船的时候天色还,未断,weiduan,wei duan,1:尾端 | 2:尾段 | 3:维度 | 4:唯独 | 5:纬度 | 6:惟独 | 7:围堵 | 8:魏都 | 9:唯读 | 10:危笃,,false,segmentation_problem,“未断”在该上下文中是未完成句法片段。
621c2d84d1e8af8921ba189c,qinhuai_river,槳聲燈影裏的秦淮河,2436,2438,人想,qinhuai_river.txt,揩净了眦垢也是枉然这真够,人想,renxiang,ren xiang,1:人像 | 2:人相 | 3:衽席 | 4:人 | 5:任 | 6:忍 | 7:认 | 8:仁 | 9:刃 | 10:韧,,false,segmentation_problem,“人想”跨越宾语与谓语边界。
74d21a563dd55b39d6d0fcb9,ahe,阿河,683,685,夾褲,ahe.txt,身上穿著镶边的黑布棉袄和,夹裤,jiaku,jia ku,1:假哭 | 2:家 | 3:加 | 4:假 | 5:价 | 6:架 | 7:甲 | 8:佳 | 9:夹 | 10:嘉,,true,rare_or_literary_vocabulary,旧式服饰词“夹裤”较少见。
27ebffbc9cbc795f31f0c7b3,qinhuai_river,槳聲燈影裏的秦淮河,2980,2982,唱些,qinhuai_river.txt,以歌为业的从前都在茶舫上,唱些,changxie,chang xie,1:长些 | 2:常写 | 3:场戏 | 4:唱戏 | 5:长媳 | 6:常洗 | 7:常吸 | 8:怅惜 | 9:长 | 10:唱,,true,candidate_coverage_problem,普通动词短语“唱些”未整体覆盖。
43c9e773a1e32364056ec338,ahe,阿河,2586,2588,盡鬧,ahe.txt,忙拦住道人家说正经话你们,尽闹,jinnao,jin nao,1:进闹 | 2:进 | 3:金 | 4:近 | 5:仅 | 6:紧 | 7:尽 | 8:今 | 9:斤 | 10:劲,,false,candidate_coverage_problem,口语短语“尽闹”未覆盖。
439ba756873332a5b782199c,qinhuai_river,槳聲燈影裏的秦淮河,2422,2424,揩淨,qinhuai_river.txt,渺渺茫茫的任你张圆了眼睛,揩净,kaijing,kai jing,1:开镜 | 2:开静 | 3:开 | 4:𫔭 | 5:凯 | 6:楷 | 7:恺 | 8:铠 | 9:慨 | 10:揩,,true,candidate_coverage_problem,书面动补短语“揩净”读音正确但未覆盖。
7cf9e6cf2b148b1cfa86eb8a,qinhuai_river,槳聲燈影裏的秦淮河,885,887,艙前,qinhuai_river.txt,芒就是梦的眼睛了我们坐在,舱前,cangqian,cang qian,1:苍铅 | 2:仓前 | 3:藏钱 | 4:藏起 | 5:仓 | 6:藏 | 7:苍 | 8:舱 | 9:沧 | 10:跄,,true,rare_or_literary_vocabulary,较少见的船舱方位表达。
b4be08661129907d6d1a4758,qinhuai_river,槳聲燈影裏的秦淮河,918,921,風而行,qinhuai_river.txt,前走著似的于是飘飘然如御,风而行,fengerxing,feng er xing,1:风儿行 | 2:风儿 | 3:封二 | 4:缝儿 | 5:封儿 | 6:风 | 7:封 | 8:峰 | 9:疯 | 10:冯,,true,segmentation_problem,“风而行”是不完整的古典句法片段。
61a99d4efbdf23e7ea792395,to_my_late_wife,給亡婦,525,528,得空兒,to_my_late_wife.txt,天里还得做菜照料孩子很少,得空儿,dekonger,de kong er,1:的空儿 | 2:得空 | 3:地空 | 4:的 | 5:得 | 6:地 | 7:德 | 8:锝 | 9:悳 | 10:徳,,true,candidate_coverage_problem,儿化短语“得空儿”未整体覆盖。
ec668600f46956535ee0a8dd,ahe,阿河,1170,1172,挑著,ahe.txt,如换了一个人她穿著宝蓝色,挑著,tiaozhu,tiao zhu,1:条住 | 2:条 | 3:跳 | 4:挑 | 5:调 | 6:眺 | 7:苕 | 8:龆 | 9:𫖯 | 10:俯,,true,pinyin_problem,“挑著”中的“著”为动态助词，应读 zhe。
58e85f1bc316f8be65dd703c,qinhuai_river,槳聲燈影裏的秦淮河,4320,4322,歌必,qinhuai_river.txt,们既被逼的以歌为业她们的,歌必,gebi,ge bi,1:隔壁 | 2:戈壁 | 3:胳臂 | 4:搁笔 | 5:戈比 | 6:各比 | 7:格毙 | 8:革弊 | 9:个 | 10:各,,false,segmentation_problem,“歌必”跨越主语与副词边界。
61f0b0af2188879ee0337ad7,ahe,阿河,1873,1875,望前,ahe.txt,默默地向外走了她似乎总是,望前,wangqian,wang qian,1:往前 | 2:网前 | 3:网签 | 4:旺气 | 5:亡妻 | 6:王琦 | 7:王奇 | 8:望其 | 9:汪踦 | 10:望气,,true,candidate_coverage_problem,普通方向短语“望前”未覆盖。
fb4223a213fc019631703fc8,to_my_late_wife,給亡婦,930,932,可苦,to_my_late_wife.txt,好老说我死了这一大群孩子,可苦,keku,ke ku,1:刻苦 | 2:可 | 3:课 | 4:克 | 5:科 | 6:客 | 7:刻 | 8:壳 | 9:颗 | 10:柯,,true,rare_or_literary_vocabulary,口语化低频组合“可苦”。
52265c400162f65bb7db3091,qinhuai_river,槳聲燈影裏的秦淮河,1873,1875,綠著,qinhuai_river.txt,淮河的水却尽是这样冷冷地,绿著,lvzhu,lv zhu,1:绿竹 | 2:绿珠 | 3:率 | 4:绿 | 5:吕 | 6:铝 | 7:驴 | 8:旅 | 9:律 | 10:屡,,true,pinyin_problem,“绿著”中的“著”为动态助词，应读 zhe。
648af2f67a688a40e7f78c05,qinhuai_river,槳聲燈影裏的秦淮河,5284,5286,靜裏,qinhuai_river.txt,繁华的余味我那不安的心在,静里,jingli,jing li,1:经历 | 2:精力 | 3:经理 | 4:敬礼 | 5:警力 | 6:净利 | 7:晶粒 | 8:井里 | 9:劲力 | 10:静力,,false,candidate_coverage_problem,书面方位短语“静里”未覆盖。
79ad31eb574d2e9c9f0d01bb,qinhuai_river,槳聲燈影裏的秦淮河,814,817,有水闊,qinhuai_river.txt,是这样恬静委婉使我们一面,有水阔,youshuikuo,you shui kuo,1:有谁扩 | 2:有谁 | 3:游说 | 4:有水 | 5:油水 | 6:由谁 | 7:游水 | 8:有 | 9:又 | 10:由,,true,segmentation_problem,“有水阔”跨越句法边界。
9cf1875edd74fa65da6bb3ff,congcong,匆匆,528,530,蒸融,congcong.txt,被微风吹散了如薄雾被初阳,蒸融,zhengrong,zheng rong,1:整容 | 2:峥嵘 | 3:正 | 4:整 | 5:证 | 6:郑 | 7:挣 | 8:争 | 9:症 | 10:政,,false,rare_or_literary_vocabulary,文学词“蒸融”较罕见。
75852eaa6b2351fb3d4d9941,qinhuai_river,槳聲燈影裏的秦淮河,1811,1813,衣上,qinhuai_river.txt,习习的清风荏苒在面上手上,衣上,yishang,yi shang,1:以上 | 2:衣裳 | 3:椅上 | 4:移上 | 5:一上 | 6:易伤 | 7:已上 | 8:一晌 | 9:一 | 10:以,,false,candidate_coverage_problem,普通方位短语“衣上”未覆盖。
252ce70f7b0ae901c711c325,qinhuai_river,槳聲燈影裏的秦淮河,3183,3185,艙前,qinhuai_river.txt,也乘著七板子她们总是坐在,舱前,cangqian,cang qian,1:苍铅 | 2:仓前 | 3:藏钱 | 4:藏起 | 5:仓 | 6:藏 | 7:苍 | 8:舱 | 9:沧 | 10:跄,,true,rare_or_literary_vocabulary,较少见的船舱方位表达。
