interaction_id,work_id,work_title,source_start_offset,source_end_offset,source_original_target,source_original_processed_file,context,target,generated_pinyin,pinyin_syllables,polyphonic_flag,candidates,target_rank,pinyin_judgement,notes
0cf83c249e9d4a94d66bf301,ahe,阿河,1363,1366,貓儿眼,ahe.txt,我觉得在深山里发见了一粒,猫儿眼,maoeryan,mao er yan,true,1:猫儿眼 | 2:猫儿 | 3:猫耳 | 4:帽儿 | 5:帽耳 | 6:毛 | 7:猫 | 8:冇 | 9:冒 | 10:茂,1,correct,生成读音与该词在当前语境中的读音一致。
b6e750bc7856d2baa2c8dc25,ahe,阿河,143,145,門前,ahe.txt,不声不响地流过别墅的门前,门前,menqian,men qian,true,1:门前 | 2:门钱 | 3:闷气 | 4:门旗 | 5:们 | 6:门 | 7:闷 | 8:焖 | 9:扪 | 10:钔,1,correct,生成读音与该词在当前语境中的读音一致。
9ae09f38e5ea74757d8462d9,moonlight_over_lotus_pond,荷塘月色,1268,1270,若有,moonlight_over_lotus_pond.txt,低头弄莲子莲子淸如水今晚,若有,ruoyou,ruo you,true,1:若有 | 2:若 | 3:弱 | 4:偌 | 5:箬 | 6:叒 | 7:婼 | 8:搦 | 9:渃 | 10:挼,1,correct,生成读音与该词在当前语境中的读音一致。
27e360dfaaf90d45eef32563,qinhuai_river,槳聲燈影裏的秦淮河,5345,5347,利涉,qinhuai_river.txt,了船里便满载著怅惘了直到,利涉,lishe,li she,true,1:丽舍 | 2:里舍 | 3:里社 | 4:立射 | 5:里 | 6:李 | 7:离 | 8:力 | 9:理 | 10:利,,correct,生成读音与该词在当前语境中的读音一致。
fa1678faa9ba88e9f7c2c04a,to_my_late_wife,給亡婦,1961,1963,從來,to_my_late_wife.txt,惜不过教你怎么晓得我平常,从来,conglai,cong lai,true,1:从来 | 2:从 | 3:葱 | 4:聪 | 5:丛 | 6:匆 | 7:琮 | 8:苁 | 9:璁 | 10:淙,1,correct,生成读音与该词在当前语境中的读音一致。
bc9f2bea33df628e9a52a438,congcong,匆匆,552,554,痕跡,congcong.txt,迹呢我何曾畱着像游丝样的,痕迹,henji,hen ji,true,1:痕迹 | 2:很急 | 3:很挤 | 4:恨极 | 5:很 | 6:恨 | 7:狠 | 8:痕 | 9:佷 | 10:噙,1,correct,生成读音与该词在当前语境中的读音一致。
eedd4526c1d655b68bb708c1,ahe,阿河,1099,1101,大家,ahe.txt,讲究她将来怕不愿回家去呢,大家,dajia,da jia,true,1:大家 | 2:打架 | 3:大咖 | 4:打假 | 5:大加 | 6:大驾 | 7:大甲 | 8:打价 | 9:搭架 | 10:大假,1,correct,生成读音与该词在当前语境中的读音一致。
63f1f80825f568ae411babf0,ahe,阿河,747,749,阿齊,ahe.txt,两片同色的叶拔儿想这就是,阿齐,aqi,a qi,true,1:呵气 | 2:阿奇 | 3:啊 | 4:阿 | 5:吖 | 6:锕 | 7:嗄 | 8:呵 | 9:腌 | 10:吁,,correct,生成读音与该词在当前语境中的读音一致。
06f255eae1a4311079945032,ahe,阿河,4172,4174,汪來,ahe.txt,他已出去了过了一会子他和,汪来,wanglai,wang lai,true,1:往来 | 2:望来 | 3:网 | 4:王 | 5:往 | 6:忘 | 7:望 | 8:汪 | 9:旺 | 10:亡,,correct,生成读音与该词在当前语境中的读音一致。
2b86c2981b8781d5b9d07e33,qinhuai_river,槳聲燈影裏的秦淮河,2932,2935,之所以,qinhuai_river.txt,天之所以厚秦淮河也正是天,之所以,zhisuoyi,zhi suo yi,true,1:之所以 | 2:之所 | 3:治所 | 4:只索 | 5:掷梭 | 6:质素 | 7:值宿 | 8:止宿 | 9:直宿 | 10:祗肃,1,correct,生成读音与该词在当前语境中的读音一致。
979216db9ca93ffbe8d70a77,qinhuai_river,槳聲燈影裏的秦淮河,1214,1217,深褐色,qinhuai_river.txt,去时真是太无颜色了桥砖是,深褐色,shenhese,shen he se,true,1:深褐色 | 2:审核 | 3:沈河 | 4:深褐 | 5:神 | 6:沈 | 7:沉 | 8:深 | 9:身 | 10:甚,1,correct,生成读音与该词在当前语境中的读音一致。
9b43f2d10b4f5d163348cf40,congcong,匆匆,196,198,而淚,congcong.txt,音也没有影子我不禁头涔涔,而泪,erlei,er lei,true,1:二类 | 2:二垒 | 3:饵雷 | 4:而 | 5:二 | 6:儿 | 7:尔 | 8:耳 | 9:贰 | 10:尓,,correct,生成读音与该词在当前语境中的读音一致。
fc1d93551312467fb83c440c,ahe,阿河,2480,2482,聰明,ahe.txt,鞋一位蔡小姐便答道看她很,聪明,congming,cong ming,true,1:聪明 | 2:从命 | 3:从 | 4:葱 | 5:聪 | 6:丛 | 7:匆 | 8:琮 | 9:苁 | 10:璁,1,correct,生成读音与该词在当前语境中的读音一致。
a6725f8e2beac5f1051a7503,beiying,背影,931,933,自己,beiying.txt,道时他先将橘子散放在地上,自己,ziji,zi ji,true,1:自己 | 2:字迹 | 3:子集 | 4:自给 | 5:仔鸡 | 6:子鸡 | 7:字集 | 8:自激 | 9:镃基 | 10:子,1,correct,生成读音与该词在当前语境中的读音一致。
702633917046a39d5e3c8f43,qinhuai_river,槳聲燈影裏的秦淮河,2643,2645,藍得,qinhuai_river.txt,才罢盈盈的上了柳梢头天是,蓝得,lande,lan de,true,1:懒得 | 2:烂的 | 3:兰德 | 4:懒的 | 5:烂得 | 6:蓝的 | 7:蓝 | 8:烂 | 9:兰 | 10:懒,,correct,生成读音与该词在当前语境中的读音一致。
836ccc81ccc185990eb0fad1,ahe,阿河,4632,4634,阿河,ahe.txt,是我看阿齐空闲了便又去问,阿河,ahe,a he,true,1:啊和 | 2:啊 | 3:阿 | 4:吖 | 5:锕 | 6:嗄 | 7:呵 | 8:腌 | 9:吁 | 10:ㄚ,,correct,生成读音与该词在当前语境中的读音一致。
38ea8ec01c09337e1715f1a1,to_my_late_wife,給亡婦,2072,2074,就是,to_my_late_wife.txt,连一句怨言也没有别说怨我,就是,jiushi,jiu shi,true,1:就是 | 2:救市 | 3:九十 | 4:旧时 | 5:旧事 | 6:旧式 | 7:救世 | 8:就事 | 9:旧市 | 10:酒石,1,correct,生成读音与该词在当前语境中的读音一致。
7db13b402c525bc0a5c2e854,to_my_late_wife,給亡婦,2699,2701,沒來,to_my_late_wife.txt,想到你的坟上来因为她病了,没来,meilai,mei lai,true,1:没来 | 2:没 | 3:每 | 4:美 | 5:梅 | 6:妹 | 7:煤 | 8:眉 | 9:酶 | 10:枚,1,correct,生成读音与该词在当前语境中的读音一致。
d1656577da69fa2f408affc4,ahe,阿河,4484,4486,這些,ahe.txt,房人可是阿河说她的爹那有,这些,zhexie,zhe xie,true,1:这些 | 2:浙西 | 3:慑息 | 4:慴息 | 5:这 | 6:着 | 7:者 | 8:折 | 9:著 | 10:哲,1,correct,生成读音与该词在当前语境中的读音一致。
ef8b0875ad772bfb3f1a92f5,qinhuai_river,槳聲燈影裏的秦淮河,4128,4130,行為,qinhuai_river.txt,接近妓者总算一种不正当的,行为,xingwei,xing wei,true,1:行为 | 2:腥味 | 3:兴味 | 4:星位 | 5:幸未 | 6:姓魏 | 7:姓卫 | 8:幸位 | 9:行尾 | 10:行苇,1,correct,生成读音与该词在当前语境中的读音一致。
97f3e251a93721f8ddc1d2db,spring,春,98,100,大片,spring.txt,绿绿的园子里田野里瞧去一,大片,dapian,da pian,true,1:大片 | 2:大篇 | 3:打偏 | 4:大批 | 5:打屁 | 6:大辟 | 7:大埤 | 8:打 | 9:大 | 10:达,1,correct,生成读音与该词在当前语境中的读音一致。
fc673b35896831382cb906da,congcong,匆匆,281,283,於是,congcong.txt,挪移了我也茫茫然跟着旋转,于是,yushi,yu shi,true,1:于是 | 2:浴室 | 3:预示 | 4:玉石 | 5:于世 | 6:遇事 | 7:御史 | 8:于事 | 9:于市 | 10:玉食,1,correct,生成读音与该词在当前语境中的读音一致。
d594a7f378f8e3399f14b43e,qinhuai_river,槳聲燈影裏的秦淮河,4496,4498,所以,qinhuai_river.txt,爱一切的女人因为我有子女,所以,suoyi,suo yi,true,1:所以 | 2:蓑衣 | 3:所依 | 4:所 | 5:锁 | 6:索 | 7:缩 | 8:塑 | 9:嗦 | 10:唆,1,correct,生成读音与该词在当前语境中的读音一致。
