condition_id,anchor_id,author,work_id,condition,context,pinyin_input,gold,gold_rank,top10
da-v2-condition-229675eddab40406b0e34110,da-v2-anchor-25cac2a9f685ed8ef057a118,Re_spectators,da-work-1312342920,initial_multi3,"带有画面感的小片段，然后再去思考故事怎么串起来。比如这次CN-2999其实有一个画面是我很早就想出来的，就是一架飞机从高空坠落在地，起火爆炸，然后瞬间又幻化成别的东西。我很习惯去先思考一些画面上的感觉。我高中的时候其实就试过写点小说什么的拿去给语文老师看，然后当时得到的评价就是我比较擅长写一个个小场景里面的事，所以可能这确实是我比较擅长的写法吧。
心得的话，我其实也说不上什么，可能最大的感觉是点子得契合吧。就好像ONXY在评论区里说的那样，OEM的故事本身其实很简单，但也因为这样所以有足够的空间去发散一个个小片段，而不用花精力去保证故事整体讲通。如果点子本身扩展性强的话，其实很多片段就能够很自然地想到，不用花特别多的心思。那篇失败了的“列祖列宗在上”其实就有这个问题，点子本身很闭塞，写起来就会寸步难行。
可能一句话总结的心得就是：写你擅长的（

这一点我也赞同，而且确实我感觉我也蛮需要学习这种写法的（笑
在写这篇的时候是瞄准整千编号去的吗？个人感觉这篇和日分的2000-JP有一点类似之处是，都是围绕SCP-2000来展开故事的（

写的时候倒没想过要瞄着整千去吧，我其实没有太想过这个，但从竞赛的角度说我肯定也",s y g p,是一个拼,,是一个屁|撒一个屁|是一个平|是一个偏|是一个被|是一个破|是一个普|是一个拍|是一个俳|是一个判
da-v2-condition-ad36fe81274fe0e4c5484cc0,da-v2-anchor-26a7bb8c2a72c3d96877106f,Re_spectators,da-work-1310969119,initial_multi3,"事件，受影响范围直径约220m。可见休谟指数自SCP-CN-2255边缘至中心的逐渐降低。

项目编号：SCP-CN-2255
项目等级：Euclid Neutralized
特殊收容措施（已归档）：目前正使用搭载于气象卫星上的康德成像仪跟踪SCP-CN-2255的移动情况。由于SCP-CN-2255的本质目前仍不明确，基金会将持续监测长江下游各水域的生态情况，并密切关注各地对“于夜间观测到稀有物种”相关事件的报告。
关于SCP-CN-2255的调查仍在持续进行中。
描述（已归档）：SCP-CN-2255是一种出现于中国境内长江中下游流域的异常现象，主要出现于于长江的安徽-江苏段，于1990年被初次发现。项目主要表现为一片在此范围内不规律移动的圆柱形空间异常，半径约为80~120m。在此异常范围内可观测到休谟指数的略微下降，且休谟指数沿圆柱形区域自外而内逐次降低（中心区域休谟指数约为85）。
SCP-CN-2255几乎只于夜间出现，并于白天消失。其出现地点带有一定随机性。在异常效应显现期间，SCP-CN-2255的位置相对固定（尽管可能存在较缓慢的移动）。SCP-CN-2255每次出现的持续时间在十分钟以内，",z y g y w,在一个夜晚,,昼夜更有望|在一个有望|昼夜感应为|昼夜光源为|昼夜感应位|昼夜感应完|中央谷雨位|昼夜感应无|主要光源为|中央高压位
da-v2-condition-eae0a2375156838a2fc757d4,da-v2-anchor-26d651851aef5b4445bcc3e3,Re_spectators,da-work-1312042098,initial_short,"那就是收容SCP-████需要仪式。
什么样的异常会需要仪式来收容？好吧，也许现在还看不出来，我们不妨再等等。

此阶段期间，与仪式相关的文档仅对各地区分部地西泮委员会成员、基金会黄石委员会成员以及监督者议会开放，同时基金会数据系统将启用麦司卡林模块对文档进行处理。数据系统屏蔽模块“麦司卡林”为SCP-████收容措施的另一部分，将依照SCP-████的异常性质控制其相关描述的传播。

麦司卡林模块的名字再次出现，这里直接说明了它是一个数据系统屏蔽模块。换言之，它是用来消除部分关键信息的。结合我们之前的分析，毫无疑问，这个关键信息指的就是与SCP-████有关的信息。

如于此阶段有任何人员获知SCP-████的准确描述，各地区分部需立即启动应急预案：如未有观察到SCP-████的复现，需尽快对暴露人员实施C级记忆删除；如观察到SCP-████的复现或记忆删除失效，即可启动琥珀胆碱阵列。地外HECOR发射阵列“琥珀胆碱”为SCP-████收容措施的另一部分，由八枚装载有专用校准系统的同步卫星以及六台高能同步轨道电磁炮（HECOR）所组成，用以抑制SCP-████在全球范围内的复现。琥珀胆碱阵列将在接收到指令后",y,约,,已|有|由|以|也|于|与|用|一|亦
da-v2-condition-b7a57e4e782a9da47e5a5b8f,da-v2-anchor-26d651851aef5b4445bcc3e3,Re_spectators,da-work-1312042098,initial_multi3,"那就是收容SCP-████需要仪式。
什么样的异常会需要仪式来收容？好吧，也许现在还看不出来，我们不妨再等等。

此阶段期间，与仪式相关的文档仅对各地区分部地西泮委员会成员、基金会黄石委员会成员以及监督者议会开放，同时基金会数据系统将启用麦司卡林模块对文档进行处理。数据系统屏蔽模块“麦司卡林”为SCP-████收容措施的另一部分，将依照SCP-████的异常性质控制其相关描述的传播。

麦司卡林模块的名字再次出现，这里直接说明了它是一个数据系统屏蔽模块。换言之，它是用来消除部分关键信息的。结合我们之前的分析，毫无疑问，这个关键信息指的就是与SCP-████有关的信息。

如于此阶段有任何人员获知SCP-████的准确描述，各地区分部需立即启动应急预案：如未有观察到SCP-████的复现，需尽快对暴露人员实施C级记忆删除；如观察到SCP-████的复现或记忆删除失效，即可启动琥珀胆碱阵列。地外HECOR发射阵列“琥珀胆碱”为SCP-████收容措施的另一部分，由八枚装载有专用校准系统的同步卫星以及六台高能同步轨道电磁炮（HECOR）所组成，用以抑制SCP-████在全球范围内的复现。琥珀胆碱阵列将在接收到指令后",y s s f z n,约三十分钟内,,仪式所负责呢|仪式所犯罪呢|仪式神符咒呢|仪式所负责你|仪式所犯罪孽|仪式是负责呢|仪式所负责那|仪式所发展呢|仪式神符咒能|仪式神符咒念
da-v2-condition-63756578de83bc8dfef41886,da-v2-anchor-26d69839130c86cf8ed03efd,Re_spectators,da-work-1312342920,initial_short,"一点以后，有了设定剧情铺展的安排，也就有了一些有意的对应。
司机是一个世界观引入，同时为了尽快死个人好解释清楚这不是“死亡终结”（笑）；妓女和老师是一个黑暗与光明的对应，同时老师部分承担讲解设定的作用；安保和局长也是一个底层和上层的对应；最后的基金会自然就是回归我们最熟悉的视角。

不得不说这个编排还是比较巧妙的，确实基本用几个人物就把一个K级情景下的世界观完整地表现出来了（
这篇文个人读下来还有一个感受就是各种描写非常多，个人认为在构建场景的这个方向上是非常成功的。

也是我之前说的，我基本都是先从思考各种带画面感的小场景出发，这篇本身也是采取了这种写作方式。

这篇的灵感来源是什么？感觉这篇的点子本身很奇妙，各种描写确实是把这个“必须得十分努力才能死去”的世界描绘得非常真实。

这个其实在竞赛后的访谈里就有提过，我很久以前看过一个图像化的比喻，上面是“生”，而下面是“死”，我们所有生命都不过是在拼命与下坠的引力做对抗，直至无力为止。那如果这个引力方向反转了呢？整个点子的来源就是这里。
当然光这个也不够，毕竟也不能爽爽地永生，所以为了剧情安排也就添加了永生会很痛苦的设定，想法其实还是挺简单的（

当时在读的",s h,时候,,似乎|是乎|随后|神话|生活|撒谎|书荒|神乎|撒哈|爽很
da-v2-condition-95404d279b9ccb07e487db29,da-v2-anchor-26d69839130c86cf8ed03efd,Re_spectators,da-work-1312342920,full_multi3,"一点以后，有了设定剧情铺展的安排，也就有了一些有意的对应。
司机是一个世界观引入，同时为了尽快死个人好解释清楚这不是“死亡终结”（笑）；妓女和老师是一个黑暗与光明的对应，同时老师部分承担讲解设定的作用；安保和局长也是一个底层和上层的对应；最后的基金会自然就是回归我们最熟悉的视角。

不得不说这个编排还是比较巧妙的，确实基本用几个人物就把一个K级情景下的世界观完整地表现出来了（
这篇文个人读下来还有一个感受就是各种描写非常多，个人认为在构建场景的这个方向上是非常成功的。

也是我之前说的，我基本都是先从思考各种带画面感的小场景出发，这篇本身也是采取了这种写作方式。

这篇的灵感来源是什么？感觉这篇的点子本身很奇妙，各种描写确实是把这个“必须得十分努力才能死去”的世界描绘得非常真实。

这个其实在竞赛后的访谈里就有提过，我很久以前看过一个图像化的比喻，上面是“生”，而下面是“死”，我们所有生命都不过是在拼命与下坠的引力做对抗，直至无力为止。那如果这个引力方向反转了呢？整个点子的来源就是这里。
当然光这个也不够，毕竟也不能爽爽地永生，所以为了剧情安排也就添加了永生会很痛苦的设定，想法其实还是挺简单的（

当时在读的",shi hou jiu gan jue,时候就感觉,,是后就感觉|是厚就感觉|是厚久感觉|事后就感觉|饰后就感觉|石厚就感觉|是厚究感觉|是后就感绝|噬后就感觉|是厚就感绝
da-v2-condition-484cf2728ed2feb41b4fb68e,da-v2-anchor-26d69839130c86cf8ed03efd,Re_spectators,da-work-1312342920,initial_multi3,"一点以后，有了设定剧情铺展的安排，也就有了一些有意的对应。
司机是一个世界观引入，同时为了尽快死个人好解释清楚这不是“死亡终结”（笑）；妓女和老师是一个黑暗与光明的对应，同时老师部分承担讲解设定的作用；安保和局长也是一个底层和上层的对应；最后的基金会自然就是回归我们最熟悉的视角。

不得不说这个编排还是比较巧妙的，确实基本用几个人物就把一个K级情景下的世界观完整地表现出来了（
这篇文个人读下来还有一个感受就是各种描写非常多，个人认为在构建场景的这个方向上是非常成功的。

也是我之前说的，我基本都是先从思考各种带画面感的小场景出发，这篇本身也是采取了这种写作方式。

这篇的灵感来源是什么？感觉这篇的点子本身很奇妙，各种描写确实是把这个“必须得十分努力才能死去”的世界描绘得非常真实。

这个其实在竞赛后的访谈里就有提过，我很久以前看过一个图像化的比喻，上面是“生”，而下面是“死”，我们所有生命都不过是在拼命与下坠的引力做对抗，直至无力为止。那如果这个引力方向反转了呢？整个点子的来源就是这里。
当然光这个也不够，毕竟也不能爽爽地永生，所以为了剧情安排也就添加了永生会很痛苦的设定，想法其实还是挺简单的（

当时在读的",s h j g j,时候就感觉,,似乎就咯唧|似乎就咯就|似乎就更加|似乎就咯结|似乎就感觉|似乎就咯仅|似乎就咯既|似乎就咯纠|似乎交过就|似乎就咯期
da-v2-condition-6046a8b02998d0a41ca78729,da-v2-anchor-26e04aca189ae673eacb5a87,Re_spectators,da-work-1312042098,initial_multi3,"么……为什么我还在……（咳嗽）……呃啊……呃啊啊啊啊……
（整齐的脚步声）
不……（咳嗽）……不要啊……（呜咽）我不要……我不要变成SC……不要，我求你……放我走，让我死……不要……我不想……
（重物拖动的声音，渐弱）
不要啊！呃啊……（咳嗽）……不要……妈妈！妈妈！救我……救我……不要这样……（呜咽）我求你……我求你……（咳嗽）妈妈！……不要……不要啊！
（五分钟的沉默）
SCP-████：[地西泮协议已编辑]

SCP-████又出现了。联想到之前那句话，“我知道我有可能会变成它们。” ——主角被其它SCP-████带走了，变成了SCP-████。但主角明明应该已经死了啊？
好吧，让我们回到之前我们就提出的一个问题来。什么样的异常会需要仪式来压制？仪式一般带有一定的宗教性质，我们可以说神或者恶魔一类的异常可能需要仪式来压制，但我们最常见的一类仪式正是针对已死之人的——也就是所谓的“安魂”。
考虑到SCP-████在每次末日情景之后都会出现，而末日情景几乎总会导致大量人员伤亡，所以——
到第一章节结束，一个很大的谜题已经被解开了。SCP-████是在导致SCP-2000被启动的灾难中死去的人的亡魂，它们无法",d d p j d,得到平静的,,得到否决的|得到否绝对|得到否决定|得到判决的|得的判决的|掉的判决的|得的否决定|得的否决的|掉的否决的|掉的否决定
da-v2-condition-205727f782e4b94749f33729,da-v2-anchor-271787b9836636dd0770d789,Re_spectators,da-work-1312042098,initial_multi3,"SCP-████：[地西泮协议已编辑]
（啜泣）停下……
SCP-████：[地西泮协议已编辑]
（二十五秒的啜泣声）
对不起。

“对不起”。这似乎在暗示基金会的行为在道德上是存在疑问的，毫无疑问加强了我们刚才的疑惑。很少有读者会对重启世界这件事怀抱有什么负面的态度，但这里主角却对着一群希望阻止这件事发生的异常道歉。这里留下了很多谜团。首先，这个异常是什么？其次，为什么基金会重启世界，或者执行配套的仪式，需要对它们道歉？
等等，让我们再来看看SCP-2000的功能——大号人类复制机。它可以制造出所有在灾难中丧生的人类。
SCP-████，会不会和这些人有关系呢？

我本来已经死了。73岁，车祸，没有异常，责任不在我，他们说没有痛苦太久。以基金会的角度来说算是善终了。他们说会消除我的记忆，给我一个新身份。或许吧，但还有那么多要重建的，那么多的遗产，那么多的历史，我想我是活不到那个时候的。仪式完成以后我就没有继续存在的██了。所以我想，没必要麻烦你们了。

这个神秘的词语又出现了。

我知道我有可能会变成它们。没事的，我相信你们，仪式会顺利进行的，在那之后就不会有什么影响了，一切都会重启。我看得足够多了。我看过",w w c x x,我未曾想象,,呜呜惨兮兮|我完成学习|我完成学校|娃娃才学习|我完成小学|我完成诶诶|我完成信心|我我猜想像|娃娃菜心向|娃娃菜心想
da-v2-condition-57a1d6ba387f6bc6f35c8ff7,da-v2-anchor-2776b2721ffbe734fa24b1a5,Re_spectators,da-work-1312342920,initial_short,"到我上面说的那些，或许没有，或许是潜移默化了。但如果要写超短文的话，至少从玩弄文字的角度出发的话，我觉得着力在这些位置还是很有意思的。

草，听你这么一说感觉这篇埋的坑好多啊，第一次读的时候很多点我甚至都没注意到，是我输了.jpg

或许读者确实不会直观地感觉到这些位置，但我相信一个完善的底层逻辑是保证文章立得住的重点之一，在超短文里也就尤其重要了。

SCP-CN-1353：地西泮仪式

那么接下来就是重头戏了！
首先恭喜获得本月精品！4说一下获奖感言吧！

受宠若惊，何德何能，我不配（
虽然夸张了点，但对我个人来说CN-1353其实是很大程度上我自己在自嗨的产物。构建故事和谜题是之后的事，初期的各种意象和画面的选取其实真的是我怎么觉得带感怎么来的。这样一篇文章能够得到大家的认可，我是真的非常出乎意料的，感谢各位的喜爱。也非常感谢大R，真的，我在此封他为地西泮粉头，感谢感谢非常感谢！

草，突然被cue，其实我只是做了一点微小的贡献而已（不是
但我确实蛮喜欢这篇文的，在各种地方都推过。

微小的贡献（指加班加点激情速打了一篇解密

被解密的感觉如何？感觉我写得怎么样，你还满意吗（笑

那当然是非常满意的。没",k j,看见,,考究|愧疚|看就|氪金|夸奖|咯就|会计|客家|咯唧|款就
da-v2-condition-38afc60640219f8011269ce0,da-v2-anchor-2776b2721ffbe734fa24b1a5,Re_spectators,da-work-1312342920,initial_multi3,"到我上面说的那些，或许没有，或许是潜移默化了。但如果要写超短文的话，至少从玩弄文字的角度出发的话，我觉得着力在这些位置还是很有意思的。

草，听你这么一说感觉这篇埋的坑好多啊，第一次读的时候很多点我甚至都没注意到，是我输了.jpg

或许读者确实不会直观地感觉到这些位置，但我相信一个完善的底层逻辑是保证文章立得住的重点之一，在超短文里也就尤其重要了。

SCP-CN-1353：地西泮仪式

那么接下来就是重头戏了！
首先恭喜获得本月精品！4说一下获奖感言吧！

受宠若惊，何德何能，我不配（
虽然夸张了点，但对我个人来说CN-1353其实是很大程度上我自己在自嗨的产物。构建故事和谜题是之后的事，初期的各种意象和画面的选取其实真的是我怎么觉得带感怎么来的。这样一篇文章能够得到大家的认可，我是真的非常出乎意料的，感谢各位的喜爱。也非常感谢大R，真的，我在此封他为地西泮粉头，感谢感谢非常感谢！

草，突然被cue，其实我只是做了一点微小的贡献而已（不是
但我确实蛮喜欢这篇文的，在各种地方都推过。

微小的贡献（指加班加点激情速打了一篇解密

被解密的感觉如何？感觉我写得怎么样，你还满意吗（笑

那当然是非常满意的。没",k j w z,看见我在,,客家文章|考究我在|客家文字|考究文章|考究我自|考究我这|夸奖我在|氪金我自|夸奖我自|氪金文章
da-v2-condition-0842d8b443fc207f06e9f216,da-v2-anchor-279c5ceb754223bc282af06d,Re_spectators,da-work-1312042098,initial_multi3,"会镇会之宝——SCP-2000。这里很明显地暗示，地西泮协议是一个与SCP-2000有关的协议，并且相应地，SCP-████也与SCP-2000有关。此外这里还提及了一件事，那就是收容SCP-████需要仪式。
什么样的异常会需要仪式来收容？好吧，也许现在还看不出来，我们不妨再等等。

此阶段期间，与仪式相关的文档仅对各地区分部地西泮委员会成员、基金会黄石委员会成员以及监督者议会开放，同时基金会数据系统将启用麦司卡林模块对文档进行处理。数据系统屏蔽模块“麦司卡林”为SCP-████收容措施的另一部分，将依照SCP-████的异常性质控制其相关描述的传播。

麦司卡林模块的名字再次出现，这里直接说明了它是一个数据系统屏蔽模块。换言之，它是用来消除部分关键信息的。结合我们之前的分析，毫无疑问，这个关键信息指的就是与SCP-████有关的信息。

如于此阶段有任何人员获知SCP-████的准确描述，各地区分部需立即启动应急预案：如未有观察到SCP-████的复现，需尽快对暴露人员实施C级记忆删除；如观察到SCP-████的复现或记忆删除失效，即可启动琥珀胆碱阵列。地外HECOR发射阵列“琥珀胆碱”为SCP-████",s r c s d,收容措施的,,虽然诚实的|虽然诚实度|虽然传送的|虽然存世的|虽然诚信的|虽然诚实得|虽然成熟的|虽然诚实地|虽然诚实但|虽然传说的
da-v2-condition-bade830abe547bfbb4ec9c41,da-v2-anchor-28809de9dd3e2503335b08bc,Re_spectators,da-work-1312342920,full_multi3,"欸（
这篇写作的时间也蛮早的，好像也没有写特别久，我其实已经不大记得我当时的想法是啥了。现在来看这个设计还挺老套的。

但说实话，这个点子还意外地挺戳我的，你怎么想到要写这样一个点子的？

回答不上来，这个真的可能是目前唯一一篇我完全想不起来灵感来源是啥的文了……

是这样吗（笑
感觉很有以前那种看人类科学家与动物什么的交流时候的暖心感呢（不是

可能就是想要写一个惨惨的人吧（

怎么想到用无人车去和487互动来展开文章的？这个写法感觉上就非常地……呃……动物世界（

其实就是一个很正常的逻辑推导：因为设计了沙尘暴围绕这么一个画面，加上是个人形异常，那么基金会肯定不会轻举妄动用真人去和它接触，那么无人车听起来就是一个很合理的做法，也就围绕着它去设计剧情了。

确实，但是在画面上却带来了意想不到的收获呢（
最后这个结尾感觉悲剧色彩很重，当时在写作的时候这里有什么特别的想法吗？

结尾其实一开始就敲定了，大部分时候我都很早就敲定了结局，估计就是要写一个惨惨的人吧，它想要离开，但是离开让它付出了代价。具体有没有什么深层次的含义的话，我可以说有，但我感觉我可能都是现编的，当时写估计没有想过这些。所以我刚刚也这么说了，",zhe jiu shu yu,这就属于,,这就俞渝|这就书于|这就书宇|这就熟于|这就书与|这就输于|这就树与|这就熟语|这就述于|这就输宇
da-v2-condition-3ed9fdd8d252ba035d52e360,da-v2-anchor-28809de9dd3e2503335b08bc,Re_spectators,da-work-1312342920,initial_multi3,"欸（
这篇写作的时间也蛮早的，好像也没有写特别久，我其实已经不大记得我当时的想法是啥了。现在来看这个设计还挺老套的。

但说实话，这个点子还意外地挺戳我的，你怎么想到要写这样一个点子的？

回答不上来，这个真的可能是目前唯一一篇我完全想不起来灵感来源是啥的文了……

是这样吗（笑
感觉很有以前那种看人类科学家与动物什么的交流时候的暖心感呢（不是

可能就是想要写一个惨惨的人吧（

怎么想到用无人车去和487互动来展开文章的？这个写法感觉上就非常地……呃……动物世界（

其实就是一个很正常的逻辑推导：因为设计了沙尘暴围绕这么一个画面，加上是个人形异常，那么基金会肯定不会轻举妄动用真人去和它接触，那么无人车听起来就是一个很合理的做法，也就围绕着它去设计剧情了。

确实，但是在画面上却带来了意想不到的收获呢（
最后这个结尾感觉悲剧色彩很重，当时在写作的时候这里有什么特别的想法吗？

结尾其实一开始就敲定了，大部分时候我都很早就敲定了结局，估计就是要写一个惨惨的人吧，它想要离开，但是离开让它付出了代价。具体有没有什么深层次的含义的话，我可以说有，但我感觉我可能都是现编的，当时写估计没有想过这些。所以我刚刚也这么说了，",z j s y,这就属于,,这就是也|这就是有|这就是一|这就是呀|这就是么|这就是又|这就是以|再加上一|真就是也|这就是要
da-v2-condition-ea968c35da81c0341680c4f0,da-v2-anchor-29567f3fb2685e7304eae025,Re_spectators,da-work-1312042098,initial_multi3,"（Sinus Fidei，18°N, 2°E），随后章节辅助执行人使用一经特殊改造的F-AA-12霰弹枪近距离将章节执行人的头骨击穿。

整场仪式的记录以对话形式展开。

陈：天，好大一个坑，补起来可得花个十几年吧。依我看就干脆点把地理课本改掉算了，蒙大拿和萨斯喀彻温的交界就是有个超级大的堰塞湖，想想看也很合理——

这毫无疑问暗示了这个迭代遭遇了异常末日情景，直接后果之一是在美国和加拿大的西部边界上制造了一个巨大的堰塞湖。

胡：这句话我其实想说很久了。（停顿）我知道不会有什么结果，但我实在做不到在我……做我要做的事之前不告诉你。我不在乎你怎么想，我也不在乎别人怎么想，我必须要告诉你。铭元，我……我……（深呼吸）我其实一直都很——
陈：（打断）我知道。
沉默。
胡：……你知道？
陈：嗯。
胡：……有多久了？
陈：足够久了。

这里暗示了一点——胡耿汉爱上了陈铭元，但这个仪式本身的内容却是要他亲手杀死自己最爱的人。并且，仪式的设计者陈铭元本人对此心知肚明，但却依然设计了这个残酷的情节。

胡：（打断）你怎么可以做这种事！你怎么可以……你怎么可以……你……（啜泣）你明知道，你一直都知道，你居然还把我写进去……要",w l z,我来做,,未来之|未来者|未来在|未来着|未来真|未来自|未来最|未来知|未来怎|未来主
da-v2-condition-558a3a2bd2a15b8989d54b60,da-v2-anchor-29cc469e4e9e55eaa9892c32,Re_spectators,da-work-1310969119,initial_multi3,"小时。其出现周期与哺乳动物的REM1睡眠期出现规律基本相符。
热成像结果表明SCP-CN-2255的中心可能为一只水生生物。然而，当任何探测器靠近SCP-CN-2255圆心处时，其异常效应将立即消失。未在圆心处获取任何有价值的信息。

一条被发现于SCP-CN-2255内部的白鲟（Psephurus gladius）个体，体长约2.7m，拍摄于早上6时12分。约20分钟后，SCP-CN-2255异常效应消失，该个体立即转变为一团普通的废弃渔网。

在异常效应显现期间，SCP-CN-2255区域内的水质与水中生态环境均优于同河段的其它位置，且可以观测到数目远超区域外的各种栖息于长江中下游流域的水生动物，包括长江鲥鱼（Tenualosa reevesii）、白鲟（Psephurus gladius）、中华鲟（Acipenser sinensis）、白鱀豚（Lipotes vexillifer）和江豚（Neophocaena asiaeorientalis）等珍稀物种，其种群规模接近20世纪70年代中晚期水平。这些水生动物在异常效应显现期间的活动模式接近其在白天而非夜晚的活动模式。
SCP-CN-2255中的白鱀豚",q t y q h y,群体尤其活跃,,群体与气候与|群体鱼群活跃|群体鱼群还有|群体鱼群还原|群体鱼群会与|群体鱼群或已|群体鱼群很有|群体鱼群会以|群体鱼群和夜|群体鱼群或与
da-v2-condition-1c4a54c52224595b300e60af,da-v2-anchor-29cf4cc7b4ef74656be879ac,Re_spectators,da-work-1310969119,initial_short,"-2255异常效应消失，该个体立即转变为一团普通的废弃渔网。

在异常效应显现期间，SCP-CN-2255区域内的水质与水中生态环境均优于同河段的其它位置，且可以观测到数目远超区域外的各种栖息于长江中下游流域的水生动物，包括长江鲥鱼（Tenualosa reevesii）、白鲟（Psephurus gladius）、中华鲟（Acipenser sinensis）、白鱀豚（Lipotes vexillifer）和江豚（Neophocaena asiaeorientalis）等珍稀物种，其种群规模接近20世纪70年代中晚期水平。这些水生动物在异常效应显现期间的活动模式接近其在白天而非夜晚的活动模式。
SCP-CN-2255中的白鱀豚群体尤其活跃2。一只在左侧腹鳍上有暗色胎记的幼年雌性白鱀豚个体在此区域内被重复观测到，被观测时通常正与其它个体一同嬉戏或觅食，偶尔会跃出水面。
当离开SCP-CN-2255范围或SCP-CN-2255的异常效应中止时，在异常效应显现后出现于SCP-CN-2255内部的生物将直接消失，或变为水草、普通水生生物或水中垃圾等。同时，在SCP-CN-2255异常效应中止后，其范围内的水质将回归",z,至,,状|中|滞|在|者|杂|暂|着|再|这
da-v2-condition-e5bc954c42cb248ea43e4129,da-v2-anchor-29cf4cc7b4ef74656be879ac,Re_spectators,da-work-1310969119,full_multi3,"-2255异常效应消失，该个体立即转变为一团普通的废弃渔网。

在异常效应显现期间，SCP-CN-2255区域内的水质与水中生态环境均优于同河段的其它位置，且可以观测到数目远超区域外的各种栖息于长江中下游流域的水生动物，包括长江鲥鱼（Tenualosa reevesii）、白鲟（Psephurus gladius）、中华鲟（Acipenser sinensis）、白鱀豚（Lipotes vexillifer）和江豚（Neophocaena asiaeorientalis）等珍稀物种，其种群规模接近20世纪70年代中晚期水平。这些水生动物在异常效应显现期间的活动模式接近其在白天而非夜晚的活动模式。
SCP-CN-2255中的白鱀豚群体尤其活跃2。一只在左侧腹鳍上有暗色胎记的幼年雌性白鱀豚个体在此区域内被重复观测到，被观测时通常正与其它个体一同嬉戏或觅食，偶尔会跃出水面。
当离开SCP-CN-2255范围或SCP-CN-2255的异常效应中止时，在异常效应显现后出现于SCP-CN-2255内部的生物将直接消失，或变为水草、普通水生生物或水中垃圾等。同时，在SCP-CN-2255异常效应中止后，其范围内的水质将回归",zhi yu tong yi,至与同一,,止于同一|滞于同一|置于同一|之于同一|值与同一|值于同一|至于同一|致于同一|止于同以|质于同一
da-v2-condition-dcf52a2fc0a22e6d0cb308ea,da-v2-anchor-29cf4cc7b4ef74656be879ac,Re_spectators,da-work-1310969119,initial_multi3,"-2255异常效应消失，该个体立即转变为一团普通的废弃渔网。

在异常效应显现期间，SCP-CN-2255区域内的水质与水中生态环境均优于同河段的其它位置，且可以观测到数目远超区域外的各种栖息于长江中下游流域的水生动物，包括长江鲥鱼（Tenualosa reevesii）、白鲟（Psephurus gladius）、中华鲟（Acipenser sinensis）、白鱀豚（Lipotes vexillifer）和江豚（Neophocaena asiaeorientalis）等珍稀物种，其种群规模接近20世纪70年代中晚期水平。这些水生动物在异常效应显现期间的活动模式接近其在白天而非夜晚的活动模式。
SCP-CN-2255中的白鱀豚群体尤其活跃2。一只在左侧腹鳍上有暗色胎记的幼年雌性白鱀豚个体在此区域内被重复观测到，被观测时通常正与其它个体一同嬉戏或觅食，偶尔会跃出水面。
当离开SCP-CN-2255范围或SCP-CN-2255的异常效应中止时，在异常效应显现后出现于SCP-CN-2255内部的生物将直接消失，或变为水草、普通水生生物或水中垃圾等。同时，在SCP-CN-2255异常效应中止后，其范围内的水质将回归",z y t y,至与同一,,这一特异|这一特有|这一条鱼|这一条由|这一条约|这一条与|这一条已|在一团与|主要大约|只有大约
da-v2-condition-6115600980196b369cd98beb,da-v2-anchor-29dfb8b93dcec93efdc96228,Re_spectators,da-work-1312042098,initial_multi3,"
章节执行人与不多于5名人员组成小组，操纵“掘墓者”在任意地表位置挖掘一约 1.2m × 0.6m × 0.5m 的坑洞，并用新鲜的匍枝毛茛花朵将其填满。

“掘墓者”将花费约5min的时间，随机推演[地西泮协议已编辑]，并生成一约一百字的类墓志铭文本。负责人员使用电烙笔将其记录在一 15cm × 30cm 的竹板上，并将其放入坑洞中。

仪式本身也充满了祭奠感：挖坑、放入花朵、放入刻有墓志铭的竹板。墓志铭上写了什么？举几个简单的例子来看看。

这里埋葬着十五岁的无名男孩，他用砖砌了长城。他为长城而生而他不知道砖用土烧透砖是没有灵性。他不懂砌长城的██但他仍要流血去烧砖然后去砌长城，所以长城立在山巅而他要埋在土里。人要觉得他一生白费但他没有所谓，他是十五岁的没有名。

这里埋葬着四十五岁的研究员，他犯了错，超级无敌傻瓜蛋，他以为水编辑水会得酒。但是他的名字记住了，以后他们都会记得要去编辑尸体，这样他们便不至于跟他去死。不要怪他一时糊涂因为人皆犯错，不过有的错要流一加仑的血，你能怪谁？

这里埋葬着八十二岁的总统，并不快乐他每天都要将小丑的面具倒挂。他将自己演成了一出戏因为这正是他们的人所喜悦的。他不快乐但不会",y r b y t,有人抱怨他,,有人不要太|一日半夜听|有人不要天|一人不要太|一人半夜听|有人不愿听|一日半夜推|有人不也太|一日半夜偷|一日半夜天
