author,scope,rank,target,count,share
Etinjat,Fit,84,游音流,6,0.0002
Etinjat,Fit,85,的人,6,0.0002
Etinjat,Fit,86,说,6,0.0002
Etinjat,Fit,87,谁,6,0.0002
Etinjat,Fit,88,随着,6,0.0002
Etinjat,Fit,89,需要,6,0.0002
Etinjat,Fit,90,一样,5,0.00016666666666666666
Etinjat,Fit,91,万物,5,0.00016666666666666666
Etinjat,Fit,92,不可,5,0.00016666666666666666
Etinjat,Fit,93,为什么,5,0.00016666666666666666
Etinjat,Fit,94,之中,5,0.00016666666666666666
Etinjat,Fit,95,云,5,0.00016666666666666666
Etinjat,Fit,96,作,5,0.00016666666666666666
Etinjat,Fit,97,你们,5,0.00016666666666666666
Etinjat,Fit,98,像,5,0.00016666666666666666
Etinjat,Fit,99,兮,5,0.00016666666666666666
Etinjat,Fit,100,出,5,0.00016666666666666666
Etinjat,Validation,1,的,26,0.0065
Etinjat,Validation,2,之,11,0.00275
Etinjat,Validation,3,曰,8,0.002
Etinjat,Validation,4,了,7,0.00175
Etinjat,Validation,5,上,5,0.00125
Etinjat,Validation,6,乃,5,0.00125
Etinjat,Validation,7,亦,5,0.00125
Etinjat,Validation,8,在,5,0.00125
Etinjat,Validation,9,有,5,0.00125
Etinjat,Validation,10,而,5,0.00125
Etinjat,Validation,11,不,4,0.001
Etinjat,Validation,12,为,4,0.001
Etinjat,Validation,13,也,4,0.001
Etinjat,Validation,14,于,4,0.001
Etinjat,Validation,15,人,4,0.001
Etinjat,Validation,16,则,4,0.001
Etinjat,Validation,17,或,4,0.001
Etinjat,Validation,18,时,4,0.001
Etinjat,Validation,19,者,4,0.001
Etinjat,Validation,20,但,3,0.00075
Etinjat,Validation,21,其,3,0.00075
Etinjat,Validation,22,后,3,0.00075
Etinjat,Validation,23,听,3,0.00075
Etinjat,Validation,24,实体,3,0.00075
Etinjat,Validation,25,羯甫,3,0.00075
Etinjat,Validation,26,被,3,0.00075
Etinjat,Validation,27,见,3,0.00075
Etinjat,Validation,28,一,2,0.0005
Etinjat,Validation,29,一杯酒,2,0.0005
Etinjat,Validation,30,一杯酒敬,2,0.0005
Etinjat,Validation,31,三月,2,0.0005
Etinjat,Validation,32,下,2,0.0005
Etinjat,Validation,33,不是,2,0.0005
Etinjat,Validation,34,与,2,0.0005
Etinjat,Validation,35,中的,2,0.0005
Etinjat,Validation,36,人类的,2,0.0005
Etinjat,Validation,37,什么,2,0.0005
Etinjat,Validation,38,从,2,0.0005
Etinjat,Validation,39,以,2,0.0005
Etinjat,Validation,40,以是,2,0.0005
Etinjat,Validation,41,去,2,0.0005
Etinjat,Validation,42,和,2,0.0005
Etinjat,Validation,43,啊,2,0.0005
Etinjat,Validation,44,回,2,0.0005
Etinjat,Validation,45,地,2,0.0005
Etinjat,Validation,46,大,2,0.0005
Etinjat,Validation,47,天津,2,0.0005
Etinjat,Validation,48,天若扔座高山,2,0.0005
Etinjat,Validation,49,如,2,0.0005
Etinjat,Validation,50,定,2,0.0005
Etinjat,Validation,51,定当,2,0.0005
Etinjat,Validation,52,并,2,0.0005
Etinjat,Validation,53,得,2,0.0005
Etinjat,Validation,54,恨呢个,2,0.0005
Etinjat,Validation,55,我,2,0.0005
Etinjat,Validation,56,我们的足迹要遍及,2,0.0005
Etinjat,Validation,57,所,2,0.0005
Etinjat,Validation,58,才可,2,0.0005
Etinjat,Validation,59,支细又船,2,0.0005
Etinjat,Validation,60,故,2,0.0005
Etinjat,Validation,61,未逾,2,0.0005
Etinjat,Validation,62,欲,2,0.0005
Etinjat,Validation,63,欺,2,0.0005
Etinjat,Validation,64,测气曰雨,2,0.0005
Etinjat,Validation,65,焉,2,0.0005
Etinjat,Validation,66,然,2,0.0005
Etinjat,Validation,67,物,2,0.0005
Etinjat,Validation,68,王,2,0.0005
Etinjat,Validation,69,王曰,2,0.0005
Etinjat,Validation,70,皆,2,0.0005
Etinjat,Validation,71,睡,2,0.0005
Etinjat,Validation,72,蜮挲庸,2,0.0005
Etinjat,Validation,73,说,2,0.0005
Etinjat,Validation,74,赵家,2,0.0005
Etinjat,Validation,75,载,2,0.0005
Etinjat,Validation,76,遂,2,0.0005
Etinjat,Validation,77,道,2,0.0005
Etinjat,Validation,78,里,2,0.0005
Etinjat,Validation,79,鬼,2,0.0005
Etinjat,Validation,80,龙王,2,0.0005
Etinjat,Validation,81,一两声前来敲门,1,0.00025
Etinjat,Validation,82,一个妇人,1,0.00025
Etinjat,Validation,83,一个妇人死,1,0.00025
Etinjat,Validation,84,一个戏台,1,0.00025
Etinjat,Validation,85,一个约长,1,0.00025
Etinjat,Validation,86,一个面皮白净,1,0.00025
Etinjat,Validation,87,一事乎,1,0.00025
Etinjat,Validation,88,一份,1,0.00025
Etinjat,Validation,89,一位军装,1,0.00025
Etinjat,Validation,90,一位军装青年大打出手,1,0.00025
Etinjat,Validation,91,一作乐,1,0.00025
Etinjat,Validation,92,一包脓血迷,1,0.00025
Etinjat,Validation,93,一同归于寂静与,1,0.00025
Etinjat,Validation,94,一名拘璅,1,0.00025
Etinjat,Validation,95,一妖欲生而,1,0.00025
Etinjat,Validation,96,一定媒介而传播,1,0.00025
Etinjat,Validation,97,一定性质的电磁波和,1,0.00025
Etinjat,Validation,98,一定的潜力,1,0.00025
Etinjat,Validation,99,一宿的,1,0.00025
Etinjat,Validation,100,一小儿,1,0.00025
Etinjat,Test,1,的,125,0.015625
Etinjat,Test,2,叙事,51,0.006375
Etinjat,Test,3,是,26,0.00325
Etinjat,Test,4,了,20,0.0025
Etinjat,Test,5,在,18,0.00225
Etinjat,Test,6,中,12,0.0015
Etinjat,Test,7,也,11,0.001375
Etinjat,Test,8,其,11,0.001375
Etinjat,Test,9,的叙事,11,0.001375
Etinjat,Test,10,里,11,0.001375
Etinjat,Test,11,世界,10,0.00125
Etinjat,Test,12,到,10,0.00125
Etinjat,Test,13,即,10,0.00125
Etinjat,Test,14,叙事的,10,0.00125
Etinjat,Test,15,叙述,10,0.00125
Etinjat,Test,16,将,10,0.00125
Etinjat,Test,17,意义,10,0.00125
Etinjat,Test,18,被,10,0.00125
Etinjat,Test,19,叙事层,9,0.001125
Etinjat,Test,20,一个,8,0.001
Etinjat,Test,21,可以,8,0.001
Etinjat,Test,22,就,8,0.001
Etinjat,Test,23,所,8,0.001
Etinjat,Test,24,故事,8,0.001
Etinjat,Test,25,者,8,0.001
Etinjat,Test,26,能,8,0.001
Etinjat,Test,27,不,7,0.000875
Etinjat,Test,28,与,7,0.000875
Etinjat,Test,29,以,7,0.000875
Etinjat,Test,30,和,7,0.000875
Etinjat,Test,31,基金会,7,0.000875
Etinjat,Test,32,层,7,0.000875
Etinjat,Test,33,符号,7,0.000875
Etinjat,Test,34,世界的,6,0.00075
Etinjat,Test,35,为,6,0.00075
Etinjat,Test,36,叙事者,6,0.00075
Etinjat,Test,37,因,6,0.00075
Etinjat,Test,38,的是,6,0.00075
Etinjat,Test,39,而,6,0.00075
Etinjat,Test,40,上层,5,0.000625
Etinjat,Test,41,下,5,0.000625
Etinjat,Test,42,什么,5,0.000625
Etinjat,Test,43,会,5,0.000625
Etinjat,Test,44,元,5,0.000625
Etinjat,Test,45,出,5,0.000625
Etinjat,Test,46,并,5,0.000625
Etinjat,Test,47,或,5,0.000625
Etinjat,Test,48,有,5,0.000625
Etinjat,Test,49,框架,5,0.000625
Etinjat,Test,50,现实,5,0.000625
Etinjat,Test,51,虚构,5,0.000625
Etinjat,Test,52,逆模因,5,0.000625
Etinjat,Test,53,上,4,0.0005
Etinjat,Test,54,下层叙事的,4,0.0005
Etinjat,Test,55,中的,4,0.0005
Etinjat,Test,56,也可以,4,0.0005
Etinjat,Test,57,但,4,0.0005
Etinjat,Test,58,元虚构,4,0.0005
Etinjat,Test,59,即是,4,0.0005
Etinjat,Test,60,又,4,0.0005
Etinjat,Test,61,叙事世界,4,0.0005
Etinjat,Test,62,后,4,0.0005
Etinjat,Test,63,在叙事,4,0.0005
Etinjat,Test,64,地,4,0.0005
Etinjat,Test,65,如,4,0.0005
Etinjat,Test,66,实在,4,0.0005
Etinjat,Test,67,我,4,0.0005
Etinjat,Test,68,所谓的,4,0.0005
Etinjat,Test,69,故事讲了,4,0.0005
Etinjat,Test,70,没有,4,0.0005
Etinjat,Test,71,灵,4,0.0005
Etinjat,Test,72,的信息,4,0.0005
Etinjat,Test,73,神,4,0.0005
Etinjat,Test,74,自己,4,0.0005
Etinjat,Test,75,规则,4,0.0005
Etinjat,Test,76,证明,4,0.0005
Etinjat,Test,77,诸多,4,0.0005
Etinjat,Test,78,这,4,0.0005
Etinjat,Test,79,里的,4,0.0005
Etinjat,Test,80,一定,3,0.000375
Etinjat,Test,81,一般,3,0.000375
Etinjat,Test,82,上学,3,0.000375
Etinjat,Test,83,上的,3,0.000375
Etinjat,Test,84,下层,3,0.000375
Etinjat,Test,85,下级,3,0.000375
Etinjat,Test,86,之神,3,0.000375
Etinjat,Test,87,事件,3,0.000375
Etinjat,Test,88,亦即,3,0.000375
Etinjat,Test,89,产生,3,0.000375
Etinjat,Test,90,人,3,0.000375
Etinjat,Test,91,作者,3,0.000375
Etinjat,Test,92,你,3,0.000375
Etinjat,Test,93,例子,3,0.000375
Etinjat,Test,94,信息,3,0.000375
Etinjat,Test,95,元虚构角色,3,0.000375
Etinjat,Test,96,则,3,0.000375
Etinjat,Test,97,包含,3,0.000375
Etinjat,Test,98,危害,3,0.000375
Etinjat,Test,99,压印,3,0.000375
Etinjat,Test,100,叙事世界的,3,0.000375
QBLevi,All,1,的,369,0.008785714285714286
QBLevi,All,2,了,173,0.004119047619047619
QBLevi,All,3,在,90,0.002142857142857143
QBLevi,All,4,是,75,0.0017857142857142857
QBLevi,All,5,我,66,0.0015714285714285715
QBLevi,All,6,你,43,0.0010238095238095238
QBLevi,All,7,但,40,0.0009523809523809524
QBLevi,All,8,我们,39,0.0009285714285714286
QBLevi,All,9,有,34,0.0008095238095238096
QBLevi,All,10,和,32,0.0007619047619047619
QBLevi,All,11,着,32,0.0007619047619047619
QBLevi,All,12,也,29,0.0006904761904761905
QBLevi,All,13,都,29,0.0006904761904761905
QBLevi,All,14,没有,28,0.0006666666666666666
QBLevi,All,15,被,28,0.0006666666666666666
QBLevi,All,16,为,26,0.000619047619047619
QBLevi,All,17,他,25,0.0005952380952380953
QBLevi,All,18,你们,25,0.0005952380952380953
QBLevi,All,19,并,25,0.0005952380952380953
QBLevi,All,20,什么,24,0.0005714285714285715
QBLevi,All,21,一个,23,0.0005476190476190477
QBLevi,All,22,不,23,0.0005476190476190477
QBLevi,All,23,中,23,0.0005476190476190477
QBLevi,All,24,还,23,0.0005476190476190477
QBLevi,All,25,这,23,0.0005476190476190477
QBLevi,All,26,上,22,0.0005238095238095238
QBLevi,All,27,就,22,0.0005238095238095238
QBLevi,All,28,而,21,0.0005
QBLevi,All,29,到,20,0.0004761904761904762
QBLevi,All,30,吧,19,0.00045238095238095237
QBLevi,All,31,她,19,0.00045238095238095237
QBLevi,All,32,好,19,0.00045238095238095237
QBLevi,All,33,已经,19,0.00045238095238095237
QBLevi,All,34,自己,19,0.00045238095238095237
QBLevi,All,35,人,18,0.00042857142857142855
QBLevi,All,36,对,18,0.00042857142857142855
QBLevi,All,37,将,18,0.00042857142857142855
QBLevi,All,38,说,18,0.00042857142857142855
QBLevi,All,39,地,17,0.0004047619047619048
QBLevi,All,40,月,17,0.0004047619047619048
QBLevi,All,41,项目,17,0.0004047619047619048
QBLevi,All,42,吗,16,0.00038095238095238096
QBLevi,All,43,啊,16,0.00038095238095238096
QBLevi,All,44,要,16,0.00038095238095238096
QBLevi,All,45,已,15,0.00035714285714285714
QBLevi,All,46,那,15,0.00035714285714285714
QBLevi,All,47,从,14,0.0003333333333333333
QBLevi,All,48,可以,14,0.0003333333333333333
QBLevi,All,49,最后,14,0.0003333333333333333
QBLevi,All,50,李维,14,0.0003333333333333333
QBLevi,All,51,后,13,0.0003095238095238095
QBLevi,All,52,开始,13,0.0003095238095238095
QBLevi,All,53,知道,13,0.0003095238095238095
QBLevi,All,54,他们,12,0.00028571428571428574
QBLevi,All,55,会,12,0.00028571428571428574
QBLevi,All,56,我们的,12,0.00028571428571428574
QBLevi,All,57,下,11,0.0002619047619047619
QBLevi,All,58,于,11,0.0002619047619047619
QBLevi,All,59,基金会,11,0.0002619047619047619
QBLevi,All,60,日,11,0.0002619047619047619
QBLevi,All,61,能,11,0.0002619047619047619
QBLevi,All,62,虽然,11,0.0002619047619047619
QBLevi,All,63,与,10,0.0002380952380952381
QBLevi,All,64,人类,10,0.0002380952380952381
QBLevi,All,65,如果,10,0.0002380952380952381
QBLevi,All,66,时间,10,0.0002380952380952381
QBLevi,All,67,星球,10,0.0002380952380952381
QBLevi,All,68,汉娜,10,0.0002380952380952381
QBLevi,All,69,特工,10,0.0002380952380952381
QBLevi,All,70,等,10,0.0002380952380952381
QBLevi,All,71,自己的,10,0.0002380952380952381
QBLevi,All,72,这里,10,0.0002380952380952381
QBLevi,All,73,两人,9,0.00021428571428571427
QBLevi,All,74,又,9,0.00021428571428571427
QBLevi,All,75,发生,9,0.00021428571428571427
QBLevi,All,76,完全,9,0.00021428571428571427
QBLevi,All,77,对方,9,0.00021428571428571427
QBLevi,All,78,所有,9,0.00021428571428571427
QBLevi,All,79,把,9,0.00021428571428571427
QBLevi,All,80,来,9,0.00021428571428571427
QBLevi,All,81,进行,9,0.00021428571428571427
QBLevi,All,82,世界,8,0.00019047619047619048
QBLevi,All,83,其,8,0.00019047619047619048
QBLevi,All,84,号,8,0.00019047619047619048
QBLevi,All,85,向,8,0.00019047619047619048
QBLevi,All,86,它,8,0.00019047619047619048
QBLevi,All,87,异常,8,0.00019047619047619048
QBLevi,All,88,得,8,0.00019047619047619048
QBLevi,All,89,更,8,0.00019047619047619048
QBLevi,All,90,汉娜的,8,0.00019047619047619048
QBLevi,All,91,用,8,0.00019047619047619048
QBLevi,All,92,站点,8,0.00019047619047619048
QBLevi,All,93,者,8,0.00019047619047619048
QBLevi,All,94,起来,8,0.00019047619047619048
QBLevi,All,95,过,8,0.00019047619047619048
QBLevi,All,96,那么,8,0.00019047619047619048
QBLevi,All,97,里,8,0.00019047619047619048
QBLevi,All,98,一,7,0.00016666666666666666
QBLevi,All,99,个,7,0.00016666666666666666
QBLevi,All,100,你的,7,0.00016666666666666666
QBLevi,Fit,1,的,270,0.009
QBLevi,Fit,2,了,118,0.003933333333333333
QBLevi,Fit,3,在,57,0.0019
QBLevi,Fit,4,是,51,0.0017
QBLevi,Fit,5,我,39,0.0013
QBLevi,Fit,6,你,33,0.0011
QBLevi,Fit,7,也,27,0.0009
QBLevi,Fit,8,我们,25,0.0008333333333333334
QBLevi,Fit,9,但,24,0.0008
QBLevi,Fit,10,你们,23,0.0007666666666666667
QBLevi,Fit,11,和,23,0.0007666666666666667
QBLevi,Fit,12,着,23,0.0007666666666666667
QBLevi,Fit,13,为,22,0.0007333333333333333
QBLevi,Fit,14,并,22,0.0007333333333333333
QBLevi,Fit,15,有,22,0.0007333333333333333
QBLevi,Fit,16,都,20,0.0006666666666666666
QBLevi,Fit,17,上,19,0.0006333333333333333
QBLevi,Fit,18,没有,18,0.0006
QBLevi,Fit,19,不,17,0.0005666666666666667
QBLevi,Fit,20,被,17,0.0005666666666666667
QBLevi,Fit,21,中,16,0.0005333333333333334
QBLevi,Fit,22,到,16,0.0005333333333333334
QBLevi,Fit,23,她,16,0.0005333333333333334
QBLevi,Fit,24,自己,16,0.0005333333333333334
QBLevi,Fit,25,这,16,0.0005333333333333334
QBLevi,Fit,26,一个,15,0.0005
QBLevi,Fit,27,就,15,0.0005
QBLevi,Fit,28,已,15,0.0005
QBLevi,Fit,29,项目,15,0.0005
QBLevi,Fit,30,吧,14,0.00046666666666666666
QBLevi,Fit,31,将,14,0.00046666666666666666
QBLevi,Fit,32,李维,14,0.00046666666666666666
QBLevi,Fit,33,而,14,0.00046666666666666666
QBLevi,Fit,34,人,13,0.0004333333333333333
QBLevi,Fit,35,什么,13,0.0004333333333333333
QBLevi,Fit,36,对,13,0.0004333333333333333
QBLevi,Fit,37,要,13,0.0004333333333333333
QBLevi,Fit,38,还,13,0.0004333333333333333
QBLevi,Fit,39,吗,12,0.0004
QBLevi,Fit,40,地,12,0.0004
QBLevi,Fit,41,从,11,0.00036666666666666667
QBLevi,Fit,42,他,11,0.00036666666666666667
QBLevi,Fit,43,啊,11,0.00036666666666666667
QBLevi,Fit,44,好,11,0.00036666666666666667
QBLevi,Fit,45,说,11,0.00036666666666666667
QBLevi,Fit,46,那,11,0.00036666666666666667
QBLevi,Fit,47,后,10,0.0003333333333333333
QBLevi,Fit,48,如果,10,0.0003333333333333333
QBLevi,Fit,49,已经,10,0.0003333333333333333
QBLevi,Fit,50,下,9,0.0003
QBLevi,Fit,51,于,9,0.0003
QBLevi,Fit,52,可以,9,0.0003
QBLevi,Fit,53,开始,9,0.0003
QBLevi,Fit,54,星球,9,0.0003
QBLevi,Fit,55,最后,9,0.0003
QBLevi,Fit,56,知道,9,0.0003
QBLevi,Fit,57,等,9,0.0003
QBLevi,Fit,58,自己的,9,0.0003
QBLevi,Fit,59,人类,8,0.0002666666666666667
QBLevi,Fit,60,其,8,0.0002666666666666667
QBLevi,Fit,61,基金会,8,0.0002666666666666667
QBLevi,Fit,62,来,8,0.0002666666666666667
QBLevi,Fit,63,汉娜,8,0.0002666666666666667
QBLevi,Fit,64,汉娜的,8,0.0002666666666666667
QBLevi,Fit,65,虽然,8,0.0002666666666666667
QBLevi,Fit,66,这里,8,0.0002666666666666667
QBLevi,Fit,67,与,7,0.00023333333333333333
QBLevi,Fit,68,又,7,0.00023333333333333333
QBLevi,Fit,69,号,7,0.00023333333333333333
QBLevi,Fit,70,呢,7,0.00023333333333333333
QBLevi,Fit,71,它,7,0.00023333333333333333
QBLevi,Fit,72,完全,7,0.00023333333333333333
QBLevi,Fit,73,对方,7,0.00023333333333333333
QBLevi,Fit,74,异常,7,0.00023333333333333333
QBLevi,Fit,75,我们的,7,0.00023333333333333333
QBLevi,Fit,76,者,7,0.00023333333333333333
QBLevi,Fit,77,进行,7,0.00023333333333333333
QBLevi,Fit,78,一,6,0.0002
QBLevi,Fit,79,不知道,6,0.0002
QBLevi,Fit,80,世界,6,0.0002
QBLevi,Fit,81,了吗,6,0.0002
QBLevi,Fit,82,他们,6,0.0002
QBLevi,Fit,83,会,6,0.0002
QBLevi,Fit,84,分部,6,0.0002
QBLevi,Fit,85,勘探,6,0.0002
QBLevi,Fit,86,向,6,0.0002
QBLevi,Fit,87,地区,6,0.0002
QBLevi,Fit,88,怎么,6,0.0002
QBLevi,Fit,89,所有,6,0.0002
QBLevi,Fit,90,无法,6,0.0002
QBLevi,Fit,91,日,6,0.0002
QBLevi,Fit,92,时,6,0.0002
QBLevi,Fit,93,现在,6,0.0002
QBLevi,Fit,94,结果,6,0.0002
QBLevi,Fit,95,起来,6,0.0002
QBLevi,Fit,96,过,6,0.0002
QBLevi,Fit,97,还是,6,0.0002
QBLevi,Fit,98,这个,6,0.0002
QBLevi,Fit,99,通过,6,0.0002
QBLevi,Fit,100,上的,5,0.00016666666666666666
QBLevi,Validation,1,的,21,0.00525
QBLevi,Validation,2,了,20,0.005
QBLevi,Validation,3,我,15,0.00375
QBLevi,Validation,4,我们,11,0.00275
QBLevi,Validation,5,他,9,0.00225
QBLevi,Validation,6,在,9,0.00225
QBLevi,Validation,7,是,7,0.00175
QBLevi,Validation,8,月,7,0.00175
QBLevi,Validation,9,他们,6,0.0015
QBLevi,Validation,10,还,6,0.0015
QBLevi,Validation,11,但,5,0.00125
QBLevi,Validation,12,有,5,0.00125
QBLevi,Validation,13,被,5,0.00125
QBLevi,Validation,14,一个,4,0.001
QBLevi,Validation,15,吧,4,0.001
QBLevi,Validation,16,年,4,0.001
QBLevi,Validation,17,点,4,0.001
QBLevi,Validation,18,着,4,0.001
QBLevi,Validation,19,而,4,0.001
QBLevi,Validation,20,能,4,0.001
QBLevi,Validation,21,说,4,0.001
QBLevi,Validation,22,不,3,0.00075
QBLevi,Validation,23,两人,3,0.00075
QBLevi,Validation,24,什么,3,0.00075
QBLevi,Validation,25,可以,3,0.00075
QBLevi,Validation,26,已经,3,0.00075
QBLevi,Validation,27,得,3,0.00075
QBLevi,Validation,28,我们的,3,0.00075
QBLevi,Validation,29,日,3,0.00075
QBLevi,Validation,30,正在,3,0.00075
QBLevi,Validation,31,没有,3,0.00075
QBLevi,Validation,32,站点,3,0.00075
QBLevi,Validation,33,许多,3,0.00075
QBLevi,Validation,34,那么,3,0.00075
QBLevi,Validation,35,都,3,0.00075
QBLevi,Validation,36,一起,2,0.0005
QBLevi,Validation,37,两个,2,0.0005
QBLevi,Validation,38,中,2,0.0005
QBLevi,Validation,39,中已经被,2,0.0005
QBLevi,Validation,40,于,2,0.0005
QBLevi,Validation,41,人,2,0.0005
QBLevi,Validation,42,他进来,2,0.0005
QBLevi,Validation,43,做出了,2,0.0005
QBLevi,Validation,44,又,2,0.0005
QBLevi,Validation,45,发射的,2,0.0005
QBLevi,Validation,46,发生,2,0.0005
QBLevi,Validation,47,发生了,2,0.0005
QBLevi,Validation,48,发生了什么,2,0.0005
QBLevi,Validation,49,受到,2,0.0005
QBLevi,Validation,50,只,2,0.0005
QBLevi,Validation,51,只能,2,0.0005
QBLevi,Validation,52,响起了,2,0.0005
QBLevi,Validation,53,在其中,2,0.0005
QBLevi,Validation,54,地球同步,2,0.0005
QBLevi,Validation,55,她,2,0.0005
QBLevi,Validation,56,安全,2,0.0005
QBLevi,Validation,57,完全,2,0.0005
QBLevi,Validation,58,对,2,0.0005
QBLevi,Validation,59,将,2,0.0005
QBLevi,Validation,60,就,2,0.0005
QBLevi,Validation,61,差不多,2,0.0005
QBLevi,Validation,62,忙,2,0.0005
QBLevi,Validation,63,想,2,0.0005
QBLevi,Validation,64,想要,2,0.0005
QBLevi,Validation,65,我还,2,0.0005
QBLevi,Validation,66,担心,2,0.0005
QBLevi,Validation,67,时间,2,0.0005
QBLevi,Validation,68,最,2,0.0005
QBLevi,Validation,69,有些,2,0.0005
QBLevi,Validation,70,没什么,2,0.0005
QBLevi,Validation,71,消灭,2,0.0005
QBLevi,Validation,72,现在是,2,0.0005
QBLevi,Validation,73,用,2,0.0005
QBLevi,Validation,74,相信,2,0.0005
QBLevi,Validation,75,知道,2,0.0005
QBLevi,Validation,76,研究员,2,0.0005
QBLevi,Validation,77,站点沦陷,2,0.0005
QBLevi,Validation,78,而已,2,0.0005
QBLevi,Validation,79,自,2,0.0005
QBLevi,Validation,80,自己,2,0.0005
QBLevi,Validation,81,茫然,2,0.0005
QBLevi,Validation,82,让他们,2,0.0005
QBLevi,Validation,83,记得,2,0.0005
QBLevi,Validation,84,赢,2,0.0005
QBLevi,Validation,85,这,2,0.0005
QBLevi,Validation,86,这是,2,0.0005
QBLevi,Validation,87,那,2,0.0005
QBLevi,Validation,88,里,2,0.0005
QBLevi,Validation,89,键盘先生,2,0.0005
QBLevi,Validation,90,一下,1,0.00025
QBLevi,Validation,91,一个冲刺,1,0.00025
QBLevi,Validation,92,一个冲刺就跑,1,0.00025
QBLevi,Validation,93,一个小时的班,1,0.00025
QBLevi,Validation,94,一个强大,1,0.00025
QBLevi,Validation,95,一个强大又完全独立,1,0.00025
QBLevi,Validation,96,一个粗壮的,1,0.00025
QBLevi,Validation,97,一个粗壮的声音自,1,0.00025
QBLevi,Validation,98,一个那样,1,0.00025
QBLevi,Validation,99,一个那样的,1,0.00025
QBLevi,Validation,100,一个顺劈,1,0.00025
QBLevi,Test,1,的,78,0.00975
QBLevi,Test,2,了,35,0.004375
QBLevi,Test,3,在,24,0.003
QBLevi,Test,4,是,17,0.002125
QBLevi,Test,5,我,12,0.0015
QBLevi,Test,6,但,11,0.001375
QBLevi,Test,7,你,9,0.001125
QBLevi,Test,8,什么,8,0.001
QBLevi,Test,9,和,8,0.001
QBLevi,Test,10,好,7,0.000875
QBLevi,Test,11,月,7,0.000875
QBLevi,Test,12,有,7,0.000875
QBLevi,Test,13,没有,7,0.000875
QBLevi,Test,14,特工,7,0.000875
QBLevi,Test,15,已经,6,0.00075
QBLevi,Test,16,被,6,0.00075
QBLevi,Test,17,都,6,0.00075
QBLevi,Test,18,中,5,0.000625
QBLevi,Test,19,他,5,0.000625
QBLevi,Test,20,会,5,0.000625
QBLevi,Test,21,啊,5,0.000625
QBLevi,Test,22,就,5,0.000625
QBLevi,Test,23,日志,5,0.000625
QBLevi,Test,24,更,5,0.000625
QBLevi,Test,25,着,5,0.000625
QBLevi,Test,26,这,5,0.000625
QBLevi,Test,27,一个,4,0.0005
QBLevi,Test,28,到,4,0.0005
QBLevi,Test,29,地,4,0.0005
QBLevi,Test,30,开始,4,0.0005
QBLevi,Test,31,最后,4,0.0005
QBLevi,Test,32,电子音的提示,4,0.0005
QBLevi,Test,33,计划,4,0.0005
QBLevi,Test,34,还,4,0.0005
QBLevi,Test,35,上,3,0.000375
QBLevi,Test,36,不,3,0.000375
QBLevi,Test,37,与,3,0.000375
QBLevi,Test,38,为,3,0.000375
QBLevi,Test,39,人,3,0.000375
QBLevi,Test,40,从,3,0.000375
QBLevi,Test,41,但在,3,0.000375
QBLevi,Test,42,再,3,0.000375
QBLevi,Test,43,出现,3,0.000375
QBLevi,Test,44,删除,3,0.000375
QBLevi,Test,45,可,3,0.000375
QBLevi,Test,46,吗,3,0.000375
QBLevi,Test,47,听到电子音,3,0.000375
QBLevi,Test,48,听到电子音的提示,3,0.000375
QBLevi,Test,49,启蒙时代,3,0.000375
QBLevi,Test,50,对,3,0.000375
QBLevi,Test,51,想,3,0.000375
QBLevi,Test,52,我们,3,0.000375
QBLevi,Test,53,把,3,0.000375
QBLevi,Test,54,把身边的三级,3,0.000375
QBLevi,Test,55,把身边的三级特工,3,0.000375
QBLevi,Test,56,提示猛然站起,3,0.000375
QBLevi,Test,57,数据删除,3,0.000375
QBLevi,Test,58,时代,3,0.000375
QBLevi,Test,59,时间,3,0.000375
QBLevi,Test,60,替身,3,0.000375
QBLevi,Test,61,核弹,3,0.000375
QBLevi,Test,62,没用,3,0.000375
QBLevi,Test,63,没用没用,3,0.000375
QBLevi,Test,64,电子音的提示猛然,3,0.000375
QBLevi,Test,65,的提示猛然站起,3,0.000375
QBLevi,Test,66,真是,3,0.000375
QBLevi,Test,67,程序启动,3,0.000375
QBLevi,Test,68,而,3,0.000375
QBLevi,Test,69,能,3,0.000375
QBLevi,Test,70,能力,3,0.000375
QBLevi,Test,71,航行,3,0.000375
QBLevi,Test,72,航行日志第,3,0.000375
QBLevi,Test,73,虽然,3,0.000375
QBLevi,Test,74,说,3,0.000375
QBLevi,Test,75,起,3,0.000375
QBLevi,Test,76,迅速,3,0.000375
QBLevi,Test,77,需要,3,0.000375
QBLevi,Test,78,音的提示猛然站,3,0.000375
QBLevi,Test,79,飞行姿态调整完成,3,0.000375
QBLevi,Test,80,一具尸体,2,0.00025
QBLevi,Test,81,一刹那,2,0.00025
QBLevi,Test,82,一条,2,0.00025
QBLevi,Test,83,一片,2,0.00025
QBLevi,Test,84,一眼,2,0.00025
QBLevi,Test,85,三级,2,0.00025
QBLevi,Test,86,下,2,0.00025
QBLevi,Test,87,世界的,2,0.00025
QBLevi,Test,88,为什么,2,0.00025
QBLevi,Test,89,也,2,0.00025
QBLevi,Test,90,了他的,2,0.00025
QBLevi,Test,91,事件,2,0.00025
QBLevi,Test,92,人类,2,0.00025
QBLevi,Test,93,从次元门中,2,0.00025
QBLevi,Test,94,他们的,2,0.00025
QBLevi,Test,95,他想到了,2,0.00025
QBLevi,Test,96,便,2,0.00025
QBLevi,Test,97,入泊程序,2,0.00025
